sample_id,text,top_k_words
348,"A person (Date of Birth – Date of Death), a native of a county in Missouri, was a Major League Baseball pitcher. This person played for a team in Chicago in 1902, and at just 19 years of age was the youngest player to appear in a National League game that season. This person made their major league debut in a road game against a team from Cincinnati at a well-known ballpark (Date of Debut). They pitched well, but the team lost 2–1. Their first major league win came against a team from New York on a date in May. They pitched a 5–0 complete game shutout in front of the home crowd at a park in Chicago. This person pitched well during their only season but gave up a lot of unearned runs. They are also remembered for running the wrong way on the bases; although a left-handed pitcher, this person batted right-handed. One day, the manager suggested they try batting left-handed, and upon making contact with the ball, they were confused enough to run to third base (they were thrown out at first base). In a total of 12 games, 11 starts, 10 complete games, and a number of innings pitched, they had a number of strikeouts and only a few walks, and gave up just a certain number of earned runs. Though their record was 4–6, their ERA was impressive. This person died at the age of 54 in a city in Montana.","[this, person, this, this, person, person, person, a, they, person, this, played, person, are, this]"
5,"Lívia Rév (born July 5, 1916) is a classical concert pianist. Rév was born in Budapest, Hungary. She started her studies with Margit Varró and Klára Máthé. Aged nine, she won the Grand Prix des Enfants Prodiges. Aged twelve she performed with an orchestra. She studied with Leó Weiner and Arnold Székely at the Franz Liszt Academy of Music, with Professor Robert Teichmüller at the Leipzig Conservatory, and with Paul Weingarten at the Vienna Conservatory, having left Hungary in 1946. Rév lives in Paris, with her husband Pierre Aubé. She has won the Ferenc Liszt International Record Grand Prix. Rév has performed across Europe, in Asia, Africa, and in the United States. She has been soloist with conductors such as Sir Adrian Boult, André Cluytens, Jascha Horenstein, Eugen Jochum, Josef Krips, Rafael Kubelík, Hans Schmidt-Isserstedt, Constantin Silvestri and Walter Susskind. Her first US appearance was in 1963 at the invitation of the Rockefeller Institute. She is well known for her light touch and clarity. Her recordings vary from complete Debussy Préludes, Chopin Nocturnes, and Mendelssohn Songs without Words.","[is, a, ##ia, rev, liv, born, 1916, she, rev, pianist, july, concert, classical, born, was]"
378,"A person (born on a date) is a former astronaut, pilot, engineer, and physicist. Before becoming an astronaut, this person graduated from a university and a technical institute. This individual became a research assistant in jet propulsion while completing their studies and eventually became a research scientist for a corporation until joining a space agency. This person was selected as an astronaut by the space agency in a year as part of a group, the first group of scientist-astronauts. They served on the support crew of a space mission before moving on to work on the development of a space station. In a period, this person made their first and only flight into space as science pilot aboard a space station mission, the third and final manned flight to the space station. They, along with the mission Commander and Pilot, spent just over a number of days in space. This individual resigned from the space agency in a month of a year, but returned in a later year to preside over the selection of scientist-astronaut candidates. This person retired from the space agency for the last time in a month of a year.","[this, this, individual, this, this, a, person, person, person, individual, person, this, before, became, this]"
144,"Edgar Laurence \""Dunc\"" Gray (17 July 1906 – 30 August 1996) was an Australian track cyclist and Olympian. Gray was born in Goulburn, New South Wales. He was called 'Dunc', which dates back to school where he was called 'Dunc' and this was later was extended to 'Duncan'. He started competitive cycling with Goulburn Amateur Cycling Club around 1925. From 1926 to 1941 he won 20 Australian titles, 36 New South Wales titles, and 36 club championships. On eight occasions he was the NSW 1000m time trial and/or the 1000m sprint winner. He won a bronze medal for the 1000m time trial at the 1928 Summer Olympics in Amsterdam. This was Australia's first Olympic Games medal in cycling. At the 1932 Summer Olympics in Los Angeles he won Australia's first cycling gold in the same event, in world record time of 1m 13s. He represented Australia at the 1934 British Empire Games and won the 1000m time trial. At the 1938 British Empire Games in Sydney, he won the 1000m sprint. He was the flag-bearer for Australia at the 1936 Summer Olympics in Berlin and at the 1938 British Empire Games. In his last years, Gray lived in Kiama and supported the Olympic movement, including Melbourne's bid for the 1996 Summer Olympics and then Sydney's successful bid for the 2000 Summer Olympics. The Dunc Gray Velodrome at Bass Hill, in Sydney's western suburbs, was built for the 2000 Summer Olympics in Sydney and named after him. The Speedwell bike that Gray rode at the 1932 Summer Olympics is at the Dunc Gray velodrome. Speedwell bicycles were manufactured by Charles Bennett, a former Intercolonial Champion of Australia, who raced pennyfathings before Federation in 1901. In 1985, Gray was inducted into the Sport Australia Hall of Fame. In 2015, he was an inaugural Cycling Australia Hall of Fame inductee.","[was, an, "", edgar, born, gray, gray, was, laurence, and, australian, \, in, cyclist, ""]"
57,"Jean-Etienne Bercé (24 April 1803 – 29 December 1879) was a French entomologist specialising in Lepidoptera. He wrote Faune Entomologique Française. Lépidoptères. Description de tous les Papillons qui se trouvent en France Paris, Chez Deyrolle Fils, 1867–1878. This is an eight-volume work with 72 plates, 67 coloured by hand. It is divided: \n*  Vol. I : Rhopalocères, 251 pp., planche A et planches 1-18  \n*  Vol. II : Hétérocères, 270 pp., planche B et planches 19-33  \n*  Vol. III : Hétérocères Noctuae, Première partie, 256 pp., planche C et planches 34-38  \n*  Vol. IV : Hétérocères Noctuae, Deuxième partie, 262 pp. et planches 39-46  \n*  Vol. V : Hétérocères Géometridae, 512 pp., planche D et planches 47-58  \n*  Vol. VI : Hétérocères Deltoides, Pyralites, 398 pp., planche E et planches 1-9  \n*  Vol VII : Catalogue Méthodique, 37 pp. He was elected president of the Société entomologique de France for the year 1868.","[was, a, -, jean, french, he, be, en, etienne, in, ##rce, april, an, 24, 1879]"
20,"Zelda Wynn Valdes (June 28, 1905 – September 26, 2001) was an African-American fashion designer and costumer. Valdes grew up in Chambersburg, Pennsylvania. She began her professional career working in her uncle's White Plains, New York tailoring shop. Around the same time, Valdes began working as a stock girl at a high-end boutique. She eventually worked her way up to selling and making alterations, becoming the shop's first black sales clerk and tailor. Looking back, Valdes said \""It wasn't a pleasant time, but the idea was to see what I could do.\"" In 1948, Valdes opened her own boutique in Manhattan on Broadway and West 158th Street. In the 1950s, she moved \""Chez Zelda\"" to 5\""7th street in midtown. Valdes's celebrity clients included Josephine Baker, Mae West, Ella Fitzgerald, Dorothy Dandridge, Eartha Kitt, and Marian Anderson. According to Valdes, \""I only fit [Ella Fitzgerald] once in 12 years. I had to do everything by imagination for her. She liked fancy clothes with beads and appliques. I'd just look at the papers and say, 'Gee, she's gotten larger.'\"" Valdes also created a new sexier image for singer Joyce Bryant who LIFE Magazine dubbed “the Black Marilyn Monroe.\"" Valdes also dressed the entire bridal party for the 1948 wedding of Marie Ellington and Nat King Cole. Valdes is known as the designer of the original Playboy Bunny costume, although it is not clear if she was the sole creator of the costume. She was one of the founders of the National Association of Fashion Accessory Designers, an industry group intended to promote black design professionals. In 1970, Arthur Mitchell asked Valdes to design costumes for his new company, the Dance Theater of Harlem. By 1992, Valdes would design costumes for eighty-two productions. She closed her business in 1989 but continued to work with the Dance Theater of Harlem until her death in 2001 at the age of 96.","[was, an, wynn, val, ze, ##r, -, ##lda, ##des, up, 1905, in, ##des, african, grew]"
204,"Darren John Garner (born 10 December 1971 in Plymouth) is an English professional footballer. He currently plays for Launceston F.C.. Garner began his professional football career as a trainee with Plymouth Argyle, turning professional in March 1989. He moved to non-league Dorchester Town on a free transfer in August 1994 and in June 1995 moved to Rotherham United for a fee of £30,000. In ten years at Rotherham, in which he played over 250 games, he helped the Millers to two promotions and an Auto Windscreen Shield, but fell out of favour with both his manager and the club's fans in February 2005 after being substituted in a game at home to Nottingham Forest. The hand gestures he gave while leaving the field were reported by the Fourth Official, leading to FA charges and a £500 fine. The following month Garner moved to Torquay United on loan until the end of the season, failing to prevent Torquay's relegation. He joined Torquay on a free transfer on June 2005, playing in a side almost relegated for a second successive season. In June 2006 he was given in 3-month contract extension, but in October 2006 was told by Torquay manager Ian Atkins that he would be released at the end of November. He left Torquay in early November having agreed a settlement for the end of his contract. He signed for Newport County on 7 November 2006. He first featured for County as a sub against Swansea City in the FA Cup 1st round proper. Almost scoring with his first touch Garner turned back the clocks with a fantastic display of football. Although he made a promising start for the exiles his lack of fitness began to show. He was released by Newport and joined Cornish non-league side Launceston after being released in March 2007. However, Garner joined Truro City later the same month. He left Truro in the summer of 2007 to join Bodmin Town, but left Bodmin in September 2007 to re-join Launceston. On 14 February 2009 Garner had his debut as Manager for Launceston, after the resignation of Paul Smith","[an, is, john, in, darren, f, he, english, footballer, born, c, for, currently, professional, garner]"
4,"Peter \""Sugarfoot\"" Cunningham is a retired Canadian undefeated 7-time World Champion Hall of Fame kickboxer, boxer, martial artist, actor and book writer. Rated by experts as one of the greatest full contact fighters of all time, Sugarfoot was a superb technician who possessed high fighting I.Q. and lightning speed. He retired from kickboxing in 1996 with a record of 50-0-1, having avenged the only draw of his career. Cunningham's skills in the ring have been praised by many Martial Arts legends, including Benny \""The Jet\"" Urquidez, Bill \""Superfoot\"" Wallace, Chuck Norris, Dan Inosanto, Rigan Machado, Don \""The Dragon\"" Wilson and many others. Cunningham maintained a high level competition throughout his career as most of his opponents were either current or former champions. In 1998 in San Jose, California, Peter was honored as the inaugural inductee in the I.S.K.A. Hall of Fame. Cunningham's nickname \""Sugarfoot\"" is a combination of the names of two great fighters in boxing and kickboxing that his style most resembled, \""Sugar\"" Ray Leonard and Bill \""Superfoot\"" Wallace, and it was given to him by his peers at his first dojo in Edmonton, Canada while he was still a teenager. Peter's World Titles included the W.K.A (World Karate Association) Lightweight, Super Lightweight and Junior Walterweight World Titles, the K.I.C.K. (Karate International Council of Kickboxing) Super Lightweight Title, the I.M.F. (International Muay Thai Federation) Junior Welterweight Title, the W.M.A.C World Junior Welterweight Title, and the I.S.K.A. (International Sport Karate Association) Light Welterweight World Title. Sugarfoot is also an actor and has appeared in TV series such as Kung Fu: The Legend Continues and CSI, and in movies such as No Retreat, No Surrender (1986) and The Fighter (2010). After retiring from competition Sugarfoot transitioned into becoming a successful trainer. His time is split between training professional fighters and teaching boxing and kickboxing to kids and adults. Peter has trained many amateur and professional world champions as well as numerous well-known celebrities. Cunningham has written two books, the first of which, a kickboxing training manual \""Civilized Warring\"", was published in 1995. He co-authored his second book, \""Testimonials of a Legendary Champion\"" in 2013.","[peter, a, "", is, \, "", sugar, cunningham, canadian, \, retired, hall, ##foot, he, ##er]"
182,"Li Furong (born 1942 in Shanghai, China) was a Chinese male table tennis player. He was a native of Zhejiang province starting to play table tennis at 15 and joined national team in 1959. Li helped the Chinese men's team win four team titles at the World Table Tennis Championships in 1961, 1963, 1965 and 1971. In men's singles competitions, he made 3 consecutive appearances at the finals of the World Championships in 1961, 1963, and 1965. However, Li lost to compatriot Zhuang Zedong in all of the three finals, making himself become one of four players who played in three finals without winning (together with Hungarian Laszlo Bellak, Polish Alojzy Ehrlich and countryman Ma Lin). Rumor had it that Li's losses at the finals were prearranged. The 1961 Championships was referred as the commencement of match fixing in history of Chinese table tennis. In 1999, Li was inducted into the ITTF Hall of Fame. Li became the president of Asian Table Tennis Union (ATTU) in 2001. The post was succeeded by Cai Zhenhua in 2009 and Li was awarded the ATTU Honorary Life President in 2010.","[li, was, a, ##ong, fur, he, born, player, in, chinese, male, li, tennis, china, shanghai]"
356,"A person (born in the 19th century – died in the early 20th century) was a psychiatrist and the medical director of a healthcare facility in a region. This individual is commonly regarded as having performed one of the first operations of a certain medical procedure. Born in a city, they trained in the medical field at several universities, receiving a degree in the year they graduated. In that year, this individual began an educational role at a university and started a private medical service. They married in the year of their marriage but were diagnosed with a serious illness the following year and gave up their practice, relocating to a region in search of a cure. A couple of years later, they had recovered and returned to their city with the intention of focusing on neurological conditions and their treatment. In a year in the latter part of the 19th century, this individual attained a position at a Psychiatric Clinic in a city and from the next year lectured on neurological conditions at a university. They published extensively on their research findings in the medical field, developing the thesis that certain illnesses had their origins in specific parts of the central nervous system. In the 1880s, this individual was appointed the medical director of a healthcare facility where they were provided with a place to continue their research. In the 1880s, they pioneered a certain medical procedure when they operated on various regions of the central nervous system from patients under their care. Aimed at relieving symptoms, the theoretical basis of the procedure rested on their belief that certain illnesses were the result of specific lesions. They reported the results at a medical conference but the reception was negative and they were ridiculed. Subsequently, this individual discontinued their research activities. Following the death of their partner, this individual returned to their city where they established a healthcare facility. They died from an illness.","[this, this, individual, a, this, person, individual, in, this, individual, is, this, individual, in, a]"
463,"A person (born on a date in 1968) is a former professional cyclist from a country. This person has made two Olympic Teams (in the early 1990s and in the early 2000s). In the early 2000s, this individual placed 5th in the 40 kilometer Points Race, currently the best finish by a person from their country in that event. Since the early 2000s, this person elevated their coaching efforts and started to take on aspiring young athletes. In the late 2000s, this individual took the position of Competition Director of a professional women's cycling team. This Team was the #1 ranked Women's Team in the country at the conclusion of the season. Over the past 2 years, this person has won many of the premiere track cycling events in their country and continuously proves that they still have World Class form. At the age of in their early 40s, they finished 7th place at a World Cup in South America and 5th place at a World Cup in Asia. This person won their 22nd National Title at the Elite Track National Championships in the early 2010s. For the past 2 years, this individual has managed and directed nationally ranked elite women's cycling teams. This person is the competition director of a professional women's cycling team for the race season in the mid-2010s. In the early 2010s, this person was elected to the Board of Directors for the national cycling governing body. They also are the representative of cycling for the national Olympic committee's Athlete Advisory Council and the Male Athlete Representative for the national cycling governing body's track cycling committee. This individual is the founder and president of a non-profit organization dedicated to cycling, established in the early 2010s.","[this, this, this, a, person, person, this, this, this, person, this, this, individual, person, this]"
416,"A person (born in a town in the UK on a date in the 20th century) is a British former racing driver from the UK, who participated in one Formula One World Championship Grand Prix, at a well-known UK racing circuit, from which this person retired with technical issues. This person's vehicle was provided by a veteran racer. In a year in the early 1960s, this person drove a vehicle for a racing partnership, winning a race at a park circuit in a European capital city, and a trophy in a town. On a date in the following year, this person drove a vehicle in a race at a UK racing circuit. This person continued with the same vehicle in the next year when a different engine was required to win. That year this person also competed in a works vehicle in saloon car racing, finishing in the top 10 with a fellow racer in an international saloon-car race at a UK racing circuit. In the mid-1960s, this person continued with the same make of car, taking a place among the top competitors in a trophy at the same UK racing circuit. This person failed to finish in an international trophy at another well-known UK racing circuit in a vehicle provided by the same veteran racer. At a famous endurance race in the same year, this person, with another racer, finished twelfth overall, and first in class, in a vehicle entered by a motor company, completing a significant number of laps. In the following year at a renowned road race, this person partnered with another racer, finished in the top ten overall and won the class in a vehicle.","[the, this, a, this, this, this, person, person, a, person, person, vehicle, this, person, this]"
423,"A person (Date of Birth – Date of Death) was a pitcher in Major League Baseball who played in a few games for a team during a season in the early 1950s. Listed at a height and weight, this person batted with one hand and threw with the other. A single in their only at-bat left this person with a rare MLB career batting average of 1.000. They were born in a town in Tennessee. This person also pitched with several Minor league teams over more than a decade spanning the 1940s–1950s. In one year, they would go 21-8 while pitching a significant number of innings for a team in a league, but their team lost the league title by a narrow margin and was also beaten in the final round of the playoffs. Their most productive campaign came with a team, when they posted a notable win-loss record and an ERA in a career-high number of innings, helping their team to a league pennant and putting them on the All-Star team. This person also pitched for a club in the Venezuelan Professional Baseball League during consecutive tournaments, compiling an undefeated record and an ERA in both stints, while leading their team to the VPBL pennant in one of the tournaments. Following their baseball career, this person worked as a sheet metal mechanic. They died in a town in Ohio, at the age of a specific number.","[this, person, person, this, this, this, person, person, this, a, person, person, with, of, at]"
435,"A person (born in a year in the early 1980s) is a painter and activist for disability and animal rights. This individual currently resides in a city in the United States, and has taught at an educational institution. This person was born in a city in the Southwest. The individual's work has been displayed in various respected institutions and galleries across the country. This person is the recipient of an award from a foundation. In a year in the early 2000s, this person received a significant award in an arts competition for disabled artists. A portion of their work addresses animal rights issues, as this person follows a strict plant-based diet. This person was born with a physical condition, and uses mobility aids. This person is involved in a scholarly society for disability studies and has been active in advocating for disability rights. Their work on the disability rights movement has been published in a political magazine, and their artwork was a notable first for the magazine's history. This person has been featured on a widely heard radio program, and a regional television series about the arts. Their work has also been highlighted in a local publication. This person presented their views against animal products in an article. This person is also related to a film director, and appeared in a film in the late 2000s alongside a philosopher.","[this, this, person, a, this, this, individual, this, person, person, person, person, in, this, this]"
449,"A person (born on a date in a place) is a former sports player and assistant coach in a team sport. Prior to starting their coaching career for a team in a recent year, this person was a coach with another team in a past season, and played multiple seasons for a different team before being transferred to the former team (upon their request), where they played for several seasons. This person won multiple team awards, individual MVP awards, was named to the All-Star team several times, and retired as one of the top players in their position. Because of their success with the team, their career duration, and their unique athleticism, they are considered a legend in their sport, and widely regarded as one of the top players in their position. This person was inducted into a sports hall of fame in a recent year. This person and another athlete were inducted into the sport's Hall of Fame in a past year. In a past year, when the team was in a city for a game, several members of the team, including this person, attended a recording of a television show. This person was selected to participate, and won several prizes. The episode was broadcast on a date. This person married a media personality on a date. The couple welcomed their first child in a month and year.","[this, person, this, this, person, a, this, person, person, this, person, person, in, this, and]"
12,"Georges Berger (14 September 1918 in Sint-Jans-Molenbeek, near Brussels – 23 August 1967 at the Nürburgring) was a racing driver who raced a Gordini in his two World Championship Formula One Grands Prix. He initially competed during the 1950s in a Formula 2 BMW-engined Jicey with which he finished third in the Grand Prix des Frontières at Chimay. In 1953 he raced for the Simca-Gordini team and finished fifth at the same track. He entered the same car (a 1.5-litre 4 cylinder Gordini type 15) in the Belgian Grand Prix but retired after only three laps with engine failure. The following year he raced a Gordini with nothing more than a fourth position at Rouen, but again entered the Belgian Grand Prix at Spa in a Gordini Type 15-4, but retired due to an engine valve problem. After this he faded from single-seater racing. Later in his career he shared the winning Ferrari at the 1960 Tour de France automobile. He was killed racing a Porsche 911 in the 1967 84-hour Marathon de la Route at Nürburgring.","[was, at, a, berger, driver, georges, who, the, racing, 14, ##ring, in, 1967, september, a]"
232,"Joseph Lstiburek is a forensic engineer, building investigator, building science consultant, author, speaker and widely known expert on building moisture control, indoor air quality, and retro-fit of existing and historic buildings. Lstiburek is an adjunct professor of Civil Engineering at the University of Toronto; an industry consultant specializing in rain penetration, air and vapor barriers, building durability, construction technology and microbial contamination — and an advisor on numerous prominent building envelope failures. He consults regularly on building code and industry standards. Widely known for his \""Perfect Wall\"" concept, Lstiburek identified four key control layers within the building envelope (rain, air, vapor and thermal) critical to a building's behavior, long-term performance and viability. He is a proponent of understanding the concepts that allow older buildings to survive over time in harsh climates — and mimicking those concepts with contemporary construction. In 2001, The Wall Street Journal called Lstiburek \""the dean of North American building science.\""","[a, is, joseph, l, engineer, ##sti, ##rek, is, forensic, he, ##bu, building, investigator, professor, an]"
210,"Lorenzo Camerano (9 April 1856 Biella – 22 November 1917 Turin) was an Italian herpetologist and entomologist. Born in Biella in 1856 he studied in Bologna and Torino, where he settled in order to take, between 1871 and 1873, a painting course held by Fontanesi at the local Art Academy.Camerano worked as a painter for the Turin Zoology Museum, then directed by the great zoologist Michele Lessona.Fascinated by the strong personality of Lessona, he started a natural sciences course at the local university and graduated in 1878.After having held several positions as assistant he became professor in 1880 and attained a permanent tenure in Cagliari University.A little later he went back to Turin where he was assigned the chair of comparative anatomy, that he held till 1915.Camerano also was chancellor of the University of Turin between 1907 and 1910, and was elected an Italian senator in 1909.Besides his large scientific production (more than 300 titles), which included documenting the first food web, he founded scientific journals and a marine biology institute in Rapallo.Camerano strongly defended Darwin's ideas and was member of several national and international scientific institutions.","[was, an, ##no, lorenzo, camera, italian, born, in, her, and, 9, ##ologist, april, turin, en]"
483,"A person (born 14 May 1993) is a Norwegian chess player. This person holds the title of Grandmaster, and is a multiple-time Norwegian Chess Champion. This individual represents a chess club in Oslo. This person began playing chess as an after-school activity at their school in northern Oslo. This player scored a string of successes in the age-restricted classes of the Norwegian championship, winning each of them in successive years from 2003 to 2006. In 2003, this individual won the Miniputt class with 8.5 points out of 9, in 2004 scored 6.5 points in the Lilleputt class together with five other players but won the group due to a superior tiebreak score, in 2005 won the Cadet class outright with 7.5 points, and in 2006 won the Junior championship after tying for first with 6.5 points with three other players before winning the play-off for the junior title. In a World Youth Chess Championship, this person finished in fifth place in the under-16 section scoring 8 points out of 11. This was one of Norway's best results in the youth championship. This player represented Norway in the Chess Olympiads. This individual achieved the FIDE Master title in 2008. In January 2011, this person's performance in a tournament in Stockholm secured them the final norm needed for the International Master title. In a Norwegian Chess Championship held in July in Sandefjord, this player scored 7 points out of 9. They drew with pre-tournament favorites and lost only to one player. This person won the rest of their games, including a win over the defending champion in round 8. This result tied them for first with another player, and a play-off was arranged to determine the champion. This individual won the first game, and was able to hold a draw from a shaky position in the second, thus securing the title. This person became one of the youngest players to accomplish this feat. This person was awarded the Grandmaster title, having scored the final grandmaster norm at a tournament in Mallorca.","[this, person, this, this, person, a, individual, person, and, this, the, a, person, awarded, in]"
52,"Nico Erik Rosberg (born 27 June 1985) is a German Formula One driver for Mercedes Formula One team. Born in Germany as the son of Finnish former world champion Keke Rosberg, he races under the German flag in Formula One, but has also briefly competed for Finland in early stages of his racing career. Rosberg holds dual nationality of these two countries; however, reputed to be fluent in five languages, he does not speak Finnish. Rosberg won the 2005 GP2 Series for the ART team, having raced in Formula 3 Euro Series previously for his father Keke Rosberg's racing organisation Team Rosberg. Rosberg entered Formula One in 2006 with Williams, the team with which his father had won the 1982 championship. For the 2010 Formula One season, Rosberg joined the re-branded Mercedes team, formed by Mercedes's takeover of 2009 Constructors' Champion Brawn GP. Since then, Rosberg has enjoyed his most successful period, winning 23 Grands Prix and earning 30 pole positions. His biggest career achievements have been in 2014 and 2015 when he finished runner-up in the Formula One World Championship behind team-mate Lewis Hamilton and being the fourth driver in history to win the Monaco Grand Prix three times in a row and being the fourth driver in history to win 7 Grands Prix in a row. Rosberg is currently leading the 2016 Formula One championship, thirty three points ahead of Mercedes teammate Lewis Hamilton. In July 2016, Rosberg signed a new contract with Mercedes to stay with the team until the end of 2018.","[a, is, nico, erik, german, born, formula, ro, born, ##sberg, one, in, june, formula, one]"
440,"A person (born on a date in a year) is a retired professional basketball player from a country. This person grew up in a city in a state and attended a local high school, where they were a top basketball recruit as well as a top men's volleyball prospect. A sharp-shooting guard/forward of a certain height, this person attended a university before being selected in an NBA draft year by an NBA team. Their draft rights were immediately traded to another NBA team, and they spent slightly over one season with that team before being waived in a year. After a brief stint with another NBA team, they signed with an NBA team, with whom they averaged a number of points, assists and rebounds during a specific NBA season. However, this person would become best known for their tenure with an NBA team. With a former college teammate, this person provided clutch shooting off the bench and played a key role during the team's successful period. As the team began their rebuilding process in a year, this person signed with another NBA team, where they played for a number of seasons before being traded to another NBA team. This person ended their career with a short stint with an NBA team, and retired in a year with a total number of points. This person was also an All-American volleyball player at their university, earning a nickname. Their child, whom they have coached, is currently a volleyball player at a university.","[this, this, a, person, person, this, person, this, this, person, person, person, this, in, person]"
60,"Griff Rhys Jones (born 16 November 1953) is a Welsh comedian, writer, actor and television presenter. He has starred in a number of television series with his comedy partner Mel Smith. Rhys Jones came to national attention in the early 1980s for his work in the BBC television comedy sketch shows Not the Nine O'Clock News and Alas Smith and Jones alongside Mel Smith. With Smith, he founded television production company Talkback Productions, now part of RTL Group and later in 2005, he started the production company Modern Television. He went on to develop a career as a television presenter and writer, as well as continuing with acting work. He currently  presents the television bloopers show It'll Be Alright on the Night for ITV, replacing Denis Norden in 2008. Rhys Jones has fronted a number of documentary series for both the BBC and ITV including Mountain in 2007, Greatest Cities of the World between 2008 and 2010 and A Great Welsh Adventure in 2014.","[is, a, jones, gr, born, he, ##iff, welsh, rhys, has, writer, 16, 1953, november, comedian]"
346,"A person (Date of Birth – Date of Death) was a U.S. Representative from a state in the United States. This person was born on a date in a town, which is now part of a different state, to parents. They graduated from a prestigious university in a year. They studied law and were admitted to the bar in a county, in a year and commenced practice in a town, the following year. This person married a partner on a date. They were appointed in a year by the supreme judicial court of a state one of the examiners of counselors and attorneys for a county. They served as member of the state House of Representatives in a year. This person was elected as a member of a political party to the Fourteenth and Fifteenth Congresses (term years). They were an unsuccessful candidate for reelection to the Sixteenth Congress. They resumed the practice of law. After their first spouse passed away on a date, this person remarried to a partner, child of a military officer, on a date at a town. To this marriage, they had a child, who was born in a year. They died in a town, on a date. They were interred at a cemetery, in a town. This person was a direct descendant of an early immigrant to a historical colony as follows: 
*  This person, child of 
*  A parent (Date of Birth - Date of Death), child of 
*  A grandparent (Date of Birth - Date of Death), child of 
*  A great-grandparent (Date of Birth - Date of Death), child of 
*  A great-great-grandparent (Date of Birth - Date of Death), child of 
*  An ancestor (Date of Birth - Date of Death)","[this, person, this, this, person, this, this, person, a, person, of, they, person, person, of]"
411,"A person (born in a certain era) was a fashion designer and socialite from a country in North America, who traveled to a large continent in the mid-20th century and brought back a significant animal to their home country - not in a cage, or on a leash, but wrapped in their arms. This individual was born in a state in the Northeastern part of their country. Previously, their spouse had embarked on a journey to the large continent in pursuit of a rare animal, but succumbed to an illness in a metropolitan area there in the mid-20th century. The surviving partner, residing in a populous city known for its fashion industry, resolved to fulfill the quest on their own. The individual journeyed to a metropolitan area on the large continent, and with the assistance of an explorer of mixed heritage and a naturalist from Europe, initiated a mission to find the rare animal. After traversing various urban areas, the group reached a mountainous area, where, during a season of the mid-20th century, they discovered and secured a juvenile specimen of the animal. The animal, given a name inspired by the explorer's family, was nourished with infant formula throughout the return trip to the metropolitan area and their home country. The arrival of the animal sparked considerable excitement in the media of their home country and it was eventually housed at a zoological park in a central region. The individual undertook two more expeditions in search of the rare animal. A second animal was acquired during the second venture. No such animal was obtained during the third and concluding expedition. After these experiences on the large continent and the publication success of a book recounting the adventure, the individual explored a region in the Southern Hemisphere, documenting the journey in a diary, and visited a region in the Northern Hemisphere, contributing to a fashion and lifestyle publication.","[this, individual, a, person, was, a, born, but, a, in, the, born, or, individual, to]"
45,"Ravish Malhotra (born 25 December 1943 in Lahore (now in present-day Pakistan)) is a retired Air Commodore of the Indian Air Force. He was an Air Force test pilot stationed at the test center in Bangalore. He was also the Air Officer Commanding of Hindon Air Force Station near Delhi. In 1982, he was chosen to train for spaceflight in the Soviet Union's Intercosmos program. Malhotra served as backup for Rakesh Sharma on the Soyuz T-11 mission which launched the first Indian into space, but never went to space himself. Malhotra was awarded the Kirti Chakra in 1984. Ravish Malhotra  qualifed as a test pilot and the highly experienced Wing Commander Malhotra was chosen to undergo training in Russia for the Indo-Soviet Space mission planned in 1984. He successfully completed the extremely demanding training schedule with credit and distinction. Service No 7678 Branch F(P) Rank Wing Commander Unit : Indo Soviet Space Reference : Gazette of India, 19 May 1984 - No.58 - Pres/85 dated 7 May 1985","[is, a, he, of, ##sh, born, in, ##ra, air, in, ravi, retired, mal, was, he]"
295,"An individual (born in the late 20th century) is active in professional sports. Coming from a European country and descendant of a notable sports figure, this person has participated in global competitions, with a history of representing different nations. Holding multiple nationalities and adept in various languages, they do not speak one of the languages linked to their nationalities. This sportsperson secured a victory in a major league after competing in a junior series for a relative's squad. They began their career in a premier sports division with a team renowned for past glories. After transferring to a team with a previous championship title in a subsequent season, they have notched numerous top spots and prime starting positions. Their key achievements include being a strong competitor in the top sports league and consecutive triumphs in a famous event, as well as a run of victories. At present, this sportsperson is leading the overall standings, ahead of a fellow athlete. They have recently renewed their commitment to their team until a later year within this decade.","[this, person, an, this, has, this, individual, sports, of, in, they, their, sports, figure, and]"
61,"James Samuel \""Sam\"" Vincent (born May 18, 1963) is an American retired professional basketball player and former coach Vincent won the State of Michigan \""Mr. Basketball\"" award in 1981, the first year the award was given. He attended Lansing's Eastern High School, where he scored 61 points in one game as a senior, breaking the previous city scoring record of 54 set by Magic Johnson at Everett High School. A 6'2\"" point guard, Vincent followed in the footsteps of his older brother Jay Vincent, attending Michigan State University and earning Sporting News All-America honors in 1985. After graduating from college, he was selected by the Boston Celtics with the twentieth pick of the 1985 NBA draft. He played two seasons for the Celtics, winning an NBA Championship ring as a reserve in 1986, before joining the Seattle SuperSonics, who promptly traded him to the Chicago Bulls for Sedale Threatt. After one-and-a-half solid seasons with the Bulls, he was selected by the Orlando Magic in the 1989 NBA expansion draft, and he finished his NBA career with the Magic in 1992. He scored 3,106 points and tallied 1,543 assists during his seven-year tenure in the league. Shortly after retiring, Vincent worked at Disney's Wide World of Sports in Walt Disney World. During the late 1990s, he coached basketball in South Africa, and he has also coached in Greece, Netherlands, Nigeria, and the NBDL. At the 2004 Summer Olympics, he led the Nigerian women's basketball team to a 68–64 victory over South Korea, which was the first ever victory by an African nation in an Olympic women's basketball contest.","[is, an, "", james, won, samuel, sam, \, may, american, and, born, 1963, "", vincent]"
